=== Neural Network Training Log ===
Epoch: 0 | Error: 2.0027 | Accuracy: 49.93%
Epoch: 40000 | Error: 1.3539 | Accuracy: 66.15%
Epoch: 41000 | Error: 1.3537 | Accuracy: 66.16%
Epoch: 42000 | Error: 1.3536 | Accuracy: 66.16%
Epoch: 43000 | Error: 1.3534 | Accuracy: 66.16%
Epoch: 44000 | Error: 1.3533 | Accuracy: 66.17%
Epoch: 45000 | Error: 1.3531 | Accuracy: 66.17%
Epoch: 46000 | Error: 1.3530 | Accuracy: 66.18%
Epoch: 47000 | Error: 1.3528 | Accuracy: 66.18%
Epoch: 48000 | Error: 1.3527 | Accuracy: 66.18%
Epoch: 49000 | Error: 1.3526 | Accuracy: 66.19%
Epoch: 50000 | Error: 1.3525 | Accuracy: 66.19%
Epoch: 51000 | Error: 1.3523 | Accuracy: 66.19%
Epoch: 52000 | Error: 1.3522 | Accuracy: 66.19%
Epoch: 53000 | Error: 1.3521 | Accuracy: 66.20%
Epoch: 54000 | Error: 1.3520 | Accuracy: 66.20%
Epoch: 55000 | Error: 1.3519 | Accuracy: 66.20%
Epoch: 56000 | Error: 1.3518 | Accuracy: 66.21%
Epoch: 57000 | Error: 1.3517 | Accuracy: 66.21%
Epoch: 58000 | Error: 1.3516 | Accuracy: 66.21%
Epoch: 59000 | Error: 1.3515 | Accuracy: 66.21%
Epoch: 60000 | Error: 1.3514 | Accuracy: 66.21%
Epoch: 61000 | Error: 1.3513 | Accuracy: 66.22%
Epoch: 62000 | Error: 1.3512 | Accuracy: 66.22%
Epoch: 63000 | Error: 1.3512 | Accuracy: 66.22%
Epoch: 64000 | Error: 1.3511 | Accuracy: 66.22%
Epoch: 65000 | Error: 1.3510 | Accuracy: 66.23%
Epoch: 66000 | Error: 1.3509 | Accuracy: 66.23%
Epoch: 67000 | Error: 1.3508 | Accuracy: 66.23%
Epoch: 68000 | Error: 1.3508 | Accuracy: 66.23%
Epoch: 69000 | Error: 1.3507 | Accuracy: 66.23%
Epoch: 70000 | Error: 1.3506 | Accuracy: 66.23%
Epoch: 71000 | Error: 1.3505 | Accuracy: 66.24%
Epoch: 72000 | Error: 1.3505 | Accuracy: 66.24%
Epoch: 73000 | Error: 1.3504 | Accuracy: 66.24%
Epoch: 74000 | Error: 1.3504 | Accuracy: 66.24%
Epoch: 75000 | Error: 1.3503 | Accuracy: 66.24%
Epoch: 76000 | Error: 1.3502 | Accuracy: 66.24%
Epoch: 77000 | Error: 1.3502 | Accuracy: 66.25%
Epoch: 78000 | Error: 1.3501 | Accuracy: 66.25%
Epoch: 79000 | Error: 1.3500 | Accuracy: 66.25%
Epoch: 80000 | Error: 1.3500 | Accuracy: 66.25%
Epoch: 81000 | Error: 1.3499 | Accuracy: 66.25%
Epoch: 82000 | Error: 1.3499 | Accuracy: 66.25%
Epoch: 83000 | Error: 1.3498 | Accuracy: 66.25%
Epoch: 84000 | Error: 1.3498 | Accuracy: 66.26%
Epoch: 85000 | Error: 1.3497 | Accuracy: 66.26%
Epoch: 86000 | Error: 1.3497 | Accuracy: 66.26%
Epoch: 87000 | Error: 1.3496 | Accuracy: 66.26%
Epoch: 88000 | Error: 1.3496 | Accuracy: 66.26%
Epoch: 89000 | Error: 1.3495 | Accuracy: 66.26%
Epoch: 90000 | Error: 1.3495 | Accuracy: 66.26%
Epoch: 91000 | Error: 1.3494 | Accuracy: 66.26%
Epoch: 92000 | Error: 1.3494 | Accuracy: 66.27%
Epoch: 93000 | Error: 1.3493 | Accuracy: 66.27%
Epoch: 94000 | Error: 1.3493 | Accuracy: 66.27%
Epoch: 95000 | Error: 1.3493 | Accuracy: 66.27%
Epoch: 96000 | Error: 1.3492 | Accuracy: 66.27%
Epoch: 97000 | Error: 1.3492 | Accuracy: 66.27%
Epoch: 98000 | Error: 1.3491 | Accuracy: 66.27%
Epoch: 99000 | Error: 1.3491 | Accuracy: 66.27%

=== Final Weights ===
w1=14.393775448414061
w2=-6.971603194032745
w3=-11.072939573945579
w4=-10.513838155251701
w5=-0.7567563651034114
w6=-9.82072657185037

=== Final Model Outputs ===
Input: [0, 0] | Expected: 0 | Output: 0.007
Input: [0, 1] | Expected: 1 | Output: 0.674
Input: [1, 0] | Expected: 1 | Output: 0.492
Input: [1, 1] | Expected: 0 | Output: 0.492
